N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 101

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 3, 211, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 3, 164, 0, 6, 0, 1, 2, 8
4, 1, 1, 0, 0, 170, 0, 2, 0, 1, 4
5, 0, 0, 2, 1, 0, 176, 0, 0, 0, 4
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 0, 5, 0, 0, 1, 2, 2, 0, 163, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 4, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 2, 0, 1, 6, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 162, 0, 6, 0, 1, 4, 8
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 4, 0, 0, 0, 2, 2, 0, 166, 3
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 0, 0, 1, 8, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 163, 0, 5, 0, 1, 3, 10
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 5, 1, 0, 1, 0, 192, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 0, 4, 0, 0, 0, 2, 2, 0, 165, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 1, 0, 1, 5, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 165, 0, 6, 0, 1, 2, 7
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 177, 0, 0, 0, 4
6, 0, 7, 0, 0, 1, 0, 191, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 0, 5, 0, 0, 0, 2, 2, 0, 164, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 163, 0, 0, 0, 3, 0, 1, 6, 3
2, 0, 1, 212, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 161, 0, 6, 0, 1, 2, 12
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 177, 0, 0, 0, 4
6, 0, 2, 0, 0, 1, 0, 196, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 179, 0, 3
8, 1, 3, 0, 0, 0, 3, 3, 0, 163, 5
9, 0, 1, 1, 2, 1, 2, 0, 0, 3, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 163, 1, 0, 0, 2, 0, 1, 6, 3
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 163, 0, 5, 0, 1, 3, 10
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 163, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 2, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 0, 0, 1, 6, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 3, 164, 0, 6, 0, 1, 3, 7
4, 1, 1, 0, 0, 170, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 179, 0, 3
8, 1, 6, 0, 0, 0, 2, 2, 0, 163, 4
9, 0, 3, 1, 2, 1, 2, 0, 1, 3, 170


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 0, 0, 1, 6, 2
2, 0, 3, 210, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 164, 0, 5, 0, 1, 3, 9
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 175, 0, 0, 0, 6
6, 0, 1, 0, 0, 1, 0, 197, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 0, 5, 0, 0, 0, 2, 3, 0, 162, 6
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 3, 211, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 164, 0, 5, 0, 1, 4, 8
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 0, 1, 0, 177, 0, 0, 0, 5
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 0, 4, 1, 0, 0, 2, 2, 0, 167, 2
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 167, 1, 0, 0, 1, 0, 1, 4, 2
2, 0, 2, 211, 0, 0, 0, 1, 1, 1, 1
3, 0, 0, 2, 166, 0, 4, 0, 1, 3, 8
4, 1, 3, 0, 0, 169, 0, 2, 0, 1, 3
5, 0, 0, 0, 2, 0, 176, 0, 0, 0, 5
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 3, 2, 0, 164, 3
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 99

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 163, 1, 0, 0, 0, 0, 1, 8, 3
2, 0, 3, 210, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 161, 0, 5, 0, 1, 5, 9
4, 1, 3, 0, 0, 169, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 4, 0, 0, 1, 2, 2, 0, 163, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 95

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 1, 0, 1, 5, 3
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 163, 0, 5, 0, 1, 3, 9
4, 1, 3, 0, 0, 169, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 175, 0, 0, 0, 6
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 162, 6
9, 0, 2, 1, 2, 1, 2, 0, 0, 4, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 2, 0, 1, 5, 2
2, 0, 1, 212, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 163, 0, 6, 0, 1, 3, 8
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 179, 0, 3
8, 1, 5, 0, 0, 0, 3, 2, 0, 162, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 2, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 1, 0, 1, 5, 2
2, 0, 2, 210, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 2, 161, 0, 6, 0, 1, 4, 10
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 177, 0, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 3, 0, 0, 0, 3, 4, 0, 162, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 2, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 3, 166, 0, 5, 0, 1, 2, 7
4, 1, 1, 0, 0, 171, 0, 2, 0, 1, 3
5, 0, 0, 0, 2, 0, 175, 0, 0, 0, 6
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 0, 5, 1, 0, 0, 3, 2, 0, 162, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 2, 0, 1, 5, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 163, 0, 5, 0, 1, 2, 11
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 163, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 1, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 164, 0, 5, 0, 1, 3, 9
4, 1, 1, 0, 0, 170, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 163, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 95

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 0, 0, 1, 8, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 3, 161, 0, 6, 0, 1, 5, 8
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 2, 1, 0, 175, 0, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 4, 0, 0, 0, 2, 2, 0, 165, 4
9, 0, 3, 1, 2, 1, 2, 0, 0, 4, 170


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 3, 161, 0, 5, 0, 1, 5, 9
4, 1, 0, 0, 0, 171, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 0, 3, 0, 0, 0, 2, 2, 0, 166, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 2, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 97

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 167, 1, 0, 0, 2, 0, 1, 3, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 161, 0, 5, 0, 1, 3, 12
4, 1, 4, 0, 0, 168, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 0, 5, 1, 0, 1, 2, 2, 0, 162, 5
9, 0, 2, 1, 2, 2, 2, 0, 0, 4, 170


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 98

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 4, 208, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 2, 162, 0, 6, 0, 1, 3, 10
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 175, 0, 0, 0, 6
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 1, 1, 0, 179, 0, 2
8, 0, 6, 1, 0, 0, 2, 2, 0, 163, 4
9, 0, 3, 1, 2, 2, 2, 0, 0, 2, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 1, 0, 1, 5, 2
2, 0, 3, 211, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 162, 0, 6, 0, 1, 3, 10
4, 1, 1, 0, 0, 171, 0, 2, 0, 1, 3
5, 0, 0, 0, 1, 0, 176, 0, 0, 0, 6
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 6, 0, 0, 0, 3, 2, 0, 162, 4
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 94

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 0, 0, 0, 3, 1, 1, 4, 2
2, 0, 2, 210, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 2, 165, 0, 5, 0, 1, 3, 8
4, 1, 3, 0, 0, 169, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 175, 0, 0, 0, 6
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 6, 0, 0, 0, 3, 2, 0, 162, 4
9, 0, 2, 1, 2, 1, 2, 0, 0, 2, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 167, 1, 0, 0, 2, 0, 1, 3, 2
2, 0, 3, 210, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 167, 0, 6, 0, 1, 1, 7
4, 1, 1, 0, 0, 170, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 5, 0, 0, 0, 2, 2, 0, 163, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 4, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 2, 0, 1, 5, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 165, 0, 6, 0, 1, 2, 8
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 4, 0, 0, 0, 2, 3, 0, 163, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 2, 211, 0, 0, 0, 1, 1, 1, 1
3, 0, 0, 2, 163, 0, 5, 0, 1, 2, 11
4, 1, 1, 0, 0, 170, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 177, 0, 0, 0, 4
6, 0, 2, 0, 0, 1, 0, 196, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 0, 4, 1, 0, 0, 2, 3, 0, 162, 6
9, 0, 3, 1, 2, 1, 2, 0, 0, 1, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 2, 0, 1, 5, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 163, 0, 6, 0, 1, 3, 9
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 1, 2, 0, 175, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 1, 4, 0, 0, 0, 2, 2, 0, 165, 4
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 0, 0, 0, 2, 1, 1, 5, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 162, 0, 6, 0, 1, 3, 10
4, 1, 1, 0, 0, 171, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 3, 0, 0, 0, 2, 3, 0, 164, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 2, 213, 0, 0, 0, 1, 0, 0, 1
3, 0, 0, 2, 165, 0, 6, 0, 1, 3, 7
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 162, 6
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 1, 0, 1, 6, 2
2, 0, 2, 210, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 2, 162, 0, 5, 0, 1, 3, 11
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 0, 2, 0, 176, 0, 0, 0, 5
6, 0, 2, 0, 0, 1, 0, 196, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 179, 0, 3
8, 1, 5, 0, 0, 0, 2, 2, 0, 163, 5
9, 0, 3, 0, 2, 1, 2, 0, 1, 2, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 163, 0, 6, 0, 1, 2, 9
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 0, 4, 1, 0, 1, 2, 2, 0, 164, 4
9, 0, 2, 1, 2, 2, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 86

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 2, 213, 0, 0, 0, 1, 0, 0, 1
3, 0, 0, 2, 165, 0, 5, 0, 1, 1, 10
4, 1, 4, 0, 0, 168, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 2, 0, 0, 1, 0, 196, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 1, 4, 0, 0, 0, 3, 2, 0, 163, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 2, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 95

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 2, 210, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 2, 161, 0, 5, 0, 1, 4, 11
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 5, 0, 0, 1, 0, 193, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 4, 0, 0, 0, 2, 2, 0, 164, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
