N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 101

4, 1, 1, 0, 0, 165, 0, 2, 1, 3, 5
5, 0, 0, 1, 0, 1, 171, 1, 0, 0, 3
6, 1, 1, 0, 0, 2, 0, 197, 0, 1, 0
7, 0, 1, 0, 0, 1, 2, 0, 189, 0, 0
8, 0, 12, 0, 0, 0, 1, 1, 0, 175, 1
9, 0, 4, 0, 1, 4, 3, 0, 2, 4, 189


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 101

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 180, 0, 0, 0, 2, 1, 1, 0, 0, 1
1, 0, 164, 0, 0, 0, 0, 0, 0, 6, 3
2, 0, 0, 185, 0, 0, 0, 0, 0, 5, 1
3, 0, 0, 0, 168, 0, 8, 0, 1, 1, 0
4, 1, 0, 0, 0, 166, 0, 3, 0, 3, 5
5, 0, 0, 1, 0, 1, 170, 2, 0, 0, 3
6, 0, 1, 0, 0, 2, 0, 198, 0, 1, 0
7, 0, 1, 0, 0, 2, 2, 0, 188, 0, 0
8, 0, 13, 0, 0, 0, 1, 1, 0, 174, 1
9, 0, 4, 0, 3, 5, 3, 0, 5, 7, 180


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 101

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 179, 0, 0, 0, 3, 1, 1, 0, 0, 1
1, 0, 166, 0, 0, 0, 0, 0, 0, 4, 3
2, 0, 1, 183, 0, 1, 0, 0, 0, 5, 1
3, 0, 0, 0, 168, 0, 7, 0, 1, 0, 2
4, 1, 0, 0, 0, 166, 0, 3, 0, 3, 5
5, 0, 0, 1, 0, 1, 170, 2, 0, 0, 3
6, 1, 1, 0, 0, 2, 0, 197, 0, 1, 0
7, 0, 1, 0, 0, 2, 2, 0, 186, 1, 1
8, 0, 13, 0, 0, 0, 1, 1, 0, 174, 1
9, 0, 4, 0, 3, 5, 3, 0, 2, 6, 184


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 183, 0, 0, 0, 1, 0, 0, 0, 0, 1
1, 0, 167, 0, 0, 0, 0, 1, 0, 3, 2
2, 0, 0, 185, 0, 0, 0, 0, 0, 5, 1
3, 0, 0, 0, 170, 0, 6, 0, 1, 0, 1
4, 1, 1, 0, 0, 165, 0, 2, 1, 3, 5
5, 1, 0, 0, 0, 1, 171, 1, 0, 0, 3
6, 1, 1, 0, 0, 2, 0, 197, 0, 1, 0
7, 0, 1, 0, 0, 2, 2, 0, 188, 0, 0
8, 0, 12, 0, 0, 0, 1, 1, 0, 175, 1
9, 0, 5, 0, 3, 4, 3, 0, 4, 7, 181


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 1, 0, 0, 0, 1, 1
1, 0, 165, 0, 0, 0, 0, 1, 1, 2, 4
2, 0, 1, 184, 0, 0, 0, 0, 0, 5, 1
3, 0, 0, 0, 169, 0, 7, 0, 0, 0, 2
4, 1, 0, 0, 0, 166, 0, 3, 0, 3, 5
5, 0, 0, 1, 0, 1, 170, 2, 0, 0, 3
6, 2, 1, 0, 0, 1, 0, 197, 0, 1, 0
7, 0, 0, 0, 0, 1, 1, 0, 188, 1, 2
8, 0, 11, 1, 0, 0, 1, 1, 0, 175, 1
9, 0, 6, 0, 1, 4, 2, 0, 2, 3, 189


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 3, 0, 0, 0, 0, 1
1, 0, 167, 0, 0, 0, 0, 0, 0, 4, 2
2, 0, 0, 185, 0, 0, 0, 0, 0, 5, 1
3, 0, 0, 0, 169, 0, 6, 0, 1, 1, 1
4, 1, 0, 0, 0, 165, 0, 3, 1, 3, 5
5, 0, 0, 1, 0, 1, 169, 2, 0, 0, 4
6, 0, 1, 0, 0, 2, 0, 198, 0, 1, 0
7, 0, 1, 0, 0, 1, 1, 0, 189, 0, 1
8, 0, 12, 0, 0, 0, 1, 1, 0, 175, 1
9, 0, 4, 0, 3, 4, 3, 0, 3, 5, 185


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 179, 0, 0, 0, 4, 0, 0, 0, 1, 1
1, 0, 165, 0, 0, 0, 0, 0, 0, 4, 4
2, 0, 0, 186, 0, 0, 0, 0, 0, 4, 1
3, 0, 0, 0, 171, 0, 5, 0, 1, 0, 1
4, 1, 3, 0, 0, 165, 0, 2, 0, 3, 4
5, 0, 0, 1, 0, 1, 169, 2, 0, 0, 4
6, 0, 1, 0, 0, 2, 0, 198, 0, 1, 0
7, 0, 1, 0, 0, 1, 2, 0, 188, 1, 0
8, 0, 13, 1, 0, 0, 1, 1, 0, 173, 1
9, 0, 4, 0, 3, 4, 3, 0, 2, 4, 187


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 105

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 179, 0, 0, 0, 4, 0, 0, 0, 1, 1
1, 0, 163, 0, 0, 1, 0, 0, 1, 4, 4
2, 0, 0, 185, 0, 0, 0, 0, 1, 4, 1
3, 0, 0, 0, 167, 0, 6, 0, 2, 0, 3
4, 1, 1, 0, 0, 164, 0, 3, 1, 3, 5
5, 0, 0, 1, 0, 1, 169, 2, 0, 0, 4
6, 2, 1, 0, 0, 1, 0, 197, 0, 1, 0
7, 0, 1, 0, 0, 1, 2, 0, 187, 1, 1
8, 0, 13, 0, 0, 0, 1, 1, 0, 174, 1
9, 0, 4, 0, 3, 6, 3, 0, 3, 4, 184


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 94

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 180, 0, 0, 0, 3, 0, 1, 0, 0, 1
1, 0, 165, 0, 0, 0, 0, 0, 0, 4, 4
2, 0, 1, 185, 0, 0, 0, 0, 0, 4, 1
3, 0, 0, 0, 168, 0, 6, 0, 1, 1, 2
4, 1, 0, 0, 0, 166, 0, 3, 0, 3, 5
5, 0, 0, 1, 0, 1, 169, 2, 0, 0, 4
6, 1, 1, 0, 0, 2, 0, 197, 0, 1, 0
7, 0, 1, 0, 0, 1, 2, 0, 187, 1, 1
8, 0, 11, 0, 0, 0, 1, 1, 0, 176, 1
9, 0, 3, 0, 3, 4, 3, 0, 2, 5, 187


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 180, 0, 0, 0, 3, 0, 1, 0, 0, 1
1, 0, 165, 0, 0, 0, 0, 0, 0, 4, 4
2, 0, 1, 185, 0, 0, 0, 0, 0, 4, 1
3, 0, 0, 0, 170, 0, 5, 0, 1, 1, 1
4, 1, 0, 0, 0, 165, 0, 3, 1, 3, 5
5, 0, 0, 1, 0, 1, 169, 2, 0, 0, 4
6, 1, 0, 0, 0, 2, 0, 198, 0, 1, 0
7, 0, 1, 0, 0, 1, 1, 0, 188, 1, 1
8, 0, 11, 0, 0, 0, 1, 1, 0, 176, 1
9, 0, 5, 0, 1, 4, 3, 0, 2, 4, 188


Média: 95
N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 176, 0, 0, 1, 0, 0, 0, 9, 2
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 0, 2, 175, 0, 2, 0, 1, 6, 0
4, 0, 1, 0, 0, 200, 0, 1, 0, 2, 0
5, 0, 0, 2, 2, 0, 188, 1, 0, 1, 4
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 2, 1, 0, 1, 0, 0, 181, 2, 2
8, 0, 8, 0, 1, 1, 0, 2, 0, 165, 1
9, 0, 2, 0, 4, 4, 2, 0, 2, 5, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 100

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 175, 0, 0, 0, 2, 0, 0, 0, 1, 0
1, 0, 174, 0, 0, 0, 0, 0, 0, 10, 4
2, 0, 1, 187, 0, 0, 1, 0, 0, 2, 0
3, 0, 0, 3, 170, 0, 3, 0, 1, 9, 0
4, 0, 4, 0, 0, 198, 0, 1, 0, 1, 0
5, 0, 0, 2, 2, 0, 191, 0, 0, 0, 3
6, 0, 5, 0, 0, 0, 0, 183, 0, 1, 0
7, 0, 2, 1, 0, 1, 1, 0, 180, 3, 1
8, 0, 9, 0, 1, 0, 0, 1, 0, 166, 1
9, 0, 5, 0, 4, 5, 2, 0, 2, 5, 150


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 105

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 178, 0, 0, 0, 0, 0, 0, 8, 2
2, 0, 1, 185, 0, 0, 0, 1, 0, 4, 0
3, 0, 1, 4, 167, 0, 3, 0, 1, 10, 0
4, 0, 4, 0, 0, 197, 0, 1, 0, 2, 0
5, 0, 0, 2, 2, 0, 188, 1, 0, 2, 3
6, 0, 5, 0, 0, 0, 0, 183, 0, 1, 0
7, 0, 1, 1, 0, 1, 0, 0, 182, 2, 2
8, 0, 10, 0, 1, 0, 0, 1, 0, 165, 1
9, 0, 2, 0, 7, 4, 3, 0, 2, 7, 148


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 178, 0, 0, 0, 0, 1, 0, 7, 2
2, 0, 1, 187, 0, 0, 1, 0, 0, 2, 0
3, 0, 1, 1, 170, 0, 2, 0, 1, 11, 0
4, 0, 2, 0, 0, 199, 0, 1, 0, 2, 0
5, 0, 0, 2, 2, 0, 191, 0, 0, 0, 3
6, 0, 5, 0, 0, 0, 0, 183, 0, 1, 0
7, 0, 2, 1, 0, 2, 0, 0, 180, 2, 2
8, 0, 9, 0, 1, 0, 0, 1, 0, 167, 0
9, 0, 3, 0, 3, 4, 2, 0, 2, 4, 155


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 175, 0, 0, 0, 0, 1, 0, 10, 2
2, 0, 1, 187, 0, 0, 1, 0, 0, 2, 0
3, 0, 1, 1, 170, 0, 3, 0, 1, 10, 0
4, 0, 3, 0, 0, 199, 0, 0, 0, 2, 0
5, 0, 0, 1, 2, 0, 192, 0, 0, 0, 3
6, 0, 3, 0, 0, 0, 0, 185, 0, 1, 0
7, 0, 1, 1, 0, 0, 0, 0, 183, 2, 2
8, 0, 9, 0, 1, 0, 0, 1, 0, 166, 1
9, 0, 3, 0, 3, 4, 2, 0, 2, 4, 155


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 100

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 175, 0, 0, 0, 1, 1, 0, 0, 1, 0
1, 0, 175, 0, 0, 0, 0, 0, 1, 9, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 1, 169, 0, 3, 0, 2, 9, 1
4, 0, 2, 0, 0, 198, 0, 1, 0, 2, 1
5, 0, 0, 2, 1, 0, 191, 0, 0, 0, 4
6, 0, 5, 0, 0, 0, 0, 183, 0, 1, 0
7, 0, 2, 1, 0, 2, 0, 0, 180, 2, 2
8, 0, 10, 0, 1, 0, 0, 1, 0, 165, 1
9, 0, 4, 0, 3, 6, 2, 0, 2, 5, 151


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 177, 0, 0, 0, 0, 1, 0, 7, 3
2, 0, 0, 188, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 2, 171, 0, 3, 0, 2, 7, 0
4, 0, 4, 0, 0, 197, 0, 1, 0, 2, 0
5, 0, 0, 1, 2, 0, 191, 1, 0, 0, 3
6, 0, 3, 0, 0, 0, 0, 185, 0, 1, 0
7, 0, 2, 1, 0, 1, 0, 0, 180, 2, 3
8, 0, 9, 0, 1, 0, 0, 1, 0, 166, 1
9, 0, 4, 0, 2, 5, 2, 0, 2, 4, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 182, 0, 0, 0, 0, 0, 0, 5, 1
2, 0, 1, 186, 0, 0, 0, 1, 0, 2, 1
3, 0, 1, 2, 168, 0, 2, 0, 2, 10, 1
4, 0, 2, 0, 0, 198, 0, 2, 0, 2, 0
5, 0, 0, 1, 2, 0, 192, 1, 0, 0, 2
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 2, 1, 0, 1, 0, 0, 180, 2, 3
8, 0, 10, 0, 1, 0, 0, 1, 0, 165, 1
9, 0, 4, 0, 3, 4, 2, 0, 3, 5, 152


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 98

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 177, 0, 0, 0, 0, 0, 1, 7, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 3, 168, 0, 3, 0, 2, 7, 2
4, 0, 2, 0, 0, 198, 0, 1, 0, 2, 1
5, 0, 0, 2, 2, 0, 190, 0, 0, 1, 3
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 2, 1, 0, 2, 1, 0, 179, 3, 1
8, 0, 9, 0, 1, 1, 0, 2, 0, 164, 1
9, 0, 5, 0, 1, 5, 2, 0, 2, 5, 153


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 173, 0, 0, 0, 0, 0, 1, 11, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 0, 1, 174, 0, 3, 0, 1, 7, 0
4, 0, 3, 0, 0, 197, 0, 1, 0, 2, 1
5, 0, 0, 2, 2, 0, 190, 1, 0, 0, 3
6, 0, 3, 0, 0, 0, 0, 185, 0, 1, 0
7, 0, 0, 1, 0, 1, 0, 0, 183, 2, 2
8, 0, 9, 1, 1, 0, 0, 2, 0, 165, 0
9, 0, 4, 0, 2, 5, 2, 0, 2, 5, 153


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 100

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 175, 0, 0, 0, 0, 0, 0, 10, 3
2, 0, 1, 187, 0, 0, 1, 0, 0, 2, 0
3, 0, 0, 3, 171, 0, 3, 0, 1, 8, 0
4, 0, 4, 0, 0, 196, 0, 1, 0, 2, 1
5, 0, 0, 3, 2, 0, 188, 0, 0, 0, 5
6, 0, 5, 0, 0, 0, 0, 183, 0, 1, 0
7, 0, 1, 1, 0, 1, 0, 0, 182, 2, 2
8, 0, 10, 0, 1, 1, 0, 2, 0, 163, 1
9, 0, 3, 0, 3, 4, 2, 0, 2, 6, 153


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 95

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 175, 0, 0, 0, 0, 1, 0, 9, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 1, 172, 0, 3, 0, 1, 7, 1
4, 0, 4, 0, 0, 197, 0, 1, 0, 2, 0
5, 0, 1, 2, 1, 0, 189, 0, 0, 1, 4
6, 0, 3, 0, 0, 0, 0, 185, 0, 1, 0
7, 0, 2, 1, 0, 2, 0, 0, 180, 2, 2
8, 0, 9, 0, 1, 1, 0, 2, 0, 164, 1
9, 0, 3, 0, 2, 4, 3, 0, 2, 5, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 81

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 180, 0, 0, 0, 0, 1, 0, 5, 2
2, 0, 0, 188, 0, 0, 1, 0, 0, 2, 0
3, 0, 1, 1, 170, 0, 3, 0, 1, 10, 0
4, 0, 2, 0, 0, 200, 0, 0, 0, 2, 0
5, 0, 0, 2, 2, 0, 189, 1, 0, 1, 3
6, 0, 3, 0, 0, 0, 0, 185, 0, 1, 0
7, 0, 0, 0, 0, 1, 0, 0, 183, 2, 3
8, 0, 8, 0, 1, 1, 0, 2, 0, 166, 0
9, 0, 3, 0, 3, 4, 3, 0, 2, 3, 155


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 97

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 175, 0, 0, 0, 0, 0, 0, 10, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 2, 170, 0, 2, 0, 1, 10, 0
4, 0, 1, 0, 0, 199, 0, 1, 0, 2, 1
5, 0, 0, 3, 1, 0, 187, 0, 0, 2, 5
6, 0, 5, 0, 0, 0, 1, 182, 0, 1, 0
7, 0, 2, 1, 0, 1, 0, 0, 181, 2, 2
8, 0, 9, 0, 1, 0, 0, 1, 0, 166, 1
9, 0, 2, 0, 2, 5, 3, 0, 2, 5, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 180, 0, 0, 0, 0, 0, 0, 6, 2
2, 0, 0, 188, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 1, 169, 0, 2, 0, 1, 11, 1
4, 0, 3, 0, 0, 197, 0, 1, 0, 2, 1
5, 0, 1, 2, 2, 0, 188, 0, 0, 1, 4
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 1, 1, 0, 2, 0, 0, 181, 2, 2
8, 0, 8, 0, 1, 0, 0, 1, 0, 168, 0
9, 0, 3, 0, 4, 4, 2, 0, 2, 4, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 105

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 176, 0, 0, 0, 0, 0, 1, 8, 3
2, 0, 1, 185, 0, 0, 0, 2, 0, 2, 1
3, 0, 0, 3, 170, 0, 3, 0, 2, 7, 1
4, 0, 4, 0, 0, 196, 0, 2, 0, 2, 0
5, 0, 0, 2, 2, 0, 187, 0, 0, 1, 6
6, 0, 2, 0, 0, 0, 1, 185, 0, 1, 0
7, 0, 2, 1, 0, 3, 0, 0, 179, 2, 2
8, 0, 10, 1, 1, 0, 0, 1, 0, 164, 1
9, 0, 6, 0, 3, 5, 3, 0, 2, 3, 151


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 86

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 178, 0, 0, 0, 0, 1, 1, 6, 2
2, 0, 0, 188, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 2, 170, 0, 3, 0, 1, 9, 0
4, 0, 2, 0, 0, 200, 0, 0, 0, 2, 0
5, 0, 0, 2, 2, 0, 191, 0, 0, 0, 3
6, 0, 5, 0, 0, 0, 0, 183, 0, 1, 0
7, 0, 1, 1, 1, 2, 0, 0, 180, 2, 2
8, 0, 9, 0, 1, 0, 0, 1, 0, 167, 0
9, 0, 4, 0, 3, 4, 2, 0, 2, 4, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 97

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 173, 0, 0, 0, 0, 0, 0, 12, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 1, 0, 2, 171, 0, 2, 0, 1, 9, 0
4, 0, 4, 0, 0, 198, 0, 1, 0, 1, 0
5, 0, 0, 3, 2, 0, 187, 0, 0, 1, 5
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 2, 1, 0, 0, 0, 0, 182, 2, 2
8, 0, 9, 0, 1, 0, 0, 1, 0, 166, 1
9, 0, 3, 0, 3, 5, 2, 0, 2, 5, 153


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 94

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 176, 0, 0, 0, 0, 1, 1, 7, 3
2, 0, 1, 187, 0, 0, 0, 1, 0, 2, 0
3, 0, 0, 1, 169, 0, 1, 0, 1, 14, 0
4, 0, 5, 0, 0, 198, 0, 0, 0, 1, 0
5, 0, 0, 2, 2, 0, 189, 0, 0, 2, 3
6, 0, 4, 0, 0, 0, 0, 182, 0, 3, 0
7, 0, 2, 1, 0, 2, 0, 0, 180, 2, 2
8, 0, 8, 0, 1, 1, 0, 1, 0, 166, 1
9, 0, 3, 0, 2, 4, 2, 0, 2, 4, 156


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 98

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 177, 0, 0, 0, 0, 0, 1, 8, 2
2, 0, 1, 185, 0, 0, 0, 1, 0, 3, 1
3, 0, 1, 0, 170, 0, 3, 0, 2, 8, 2
4, 0, 2, 0, 0, 197, 0, 2, 0, 2, 1
5, 0, 0, 2, 1, 0, 191, 0, 0, 2, 2
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 2, 1, 0, 1, 0, 0, 180, 2, 3
8, 0, 10, 0, 1, 1, 0, 2, 0, 163, 1
9, 0, 4, 0, 3, 4, 3, 0, 2, 5, 152


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 99

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 176, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 173, 0, 0, 1, 0, 1, 1, 9, 3
2, 0, 1, 186, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 173, 0, 4, 0, 1, 5, 0
4, 0, 3, 0, 0, 199, 0, 0, 0, 2, 0
5, 0, 0, 2, 2, 0, 188, 0, 0, 2, 4
6, 0, 2, 0, 0, 0, 0, 186, 0, 1, 0
7, 0, 2, 1, 0, 2, 0, 0, 179, 3, 2
8, 0, 11, 1, 0, 1, 0, 1, 0, 163, 1
9, 0, 5, 0, 2, 5, 1, 0, 2, 6, 152


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 97

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 179, 0, 0, 0, 0, 0, 0, 8, 1
2, 0, 1, 187, 0, 0, 1, 0, 0, 2, 0
3, 0, 1, 2, 171, 0, 3, 0, 1, 8, 0
4, 0, 2, 0, 0, 198, 0, 1, 1, 2, 0
5, 0, 0, 2, 2, 0, 189, 1, 0, 1, 3
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 1, 1, 0, 1, 0, 0, 182, 2, 2
8, 0, 11, 0, 1, 1, 0, 2, 0, 162, 1
9, 0, 4, 0, 5, 4, 2, 0, 2, 8, 148


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 181, 0, 0, 0, 0, 1, 0, 4, 2
2, 0, 0, 188, 0, 0, 0, 1, 0, 2, 0
3, 0, 1, 4, 169, 0, 3, 0, 1, 8, 0
4, 0, 3, 0, 0, 199, 0, 0, 0, 2, 0
5, 0, 0, 2, 2, 0, 191, 0, 0, 0, 3
6, 0, 4, 0, 0, 0, 0, 184, 0, 1, 0
7, 0, 2, 1, 0, 1, 0, 0, 180, 2, 3
8, 0, 9, 0, 1, 0, 0, 1, 0, 167, 0
9, 0, 3, 0, 3, 4, 3, 0, 2, 4, 154


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
10, 0.04, 0.7, 0.95, 81

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 177, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 179, 0, 0, 0, 0, 1, 0, 6, 2
2, 0, 0, 188, 0, 0, 0, 1, 0, 2, 0
3, 0, 0, 1, 175, 0, 2, 0, 1, 7, 0
4, 0, 2, 0, 0, 200, 0, 0, 0, 2, 0
